Source,Target,Type
D754190,6275773,Diffusion
D754190,6487500,Diffusion
D754203,6275773,Diffusion
D754203,6487500,Diffusion
D754204,6275773,Diffusion
D754204,6487500,Diffusion
D761857,6275773,Diffusion
D761857,6487500,Diffusion
D765713,6275773,Diffusion
D765713,6487500,Diffusion
D766304,6275773,Diffusion
D766304,6487500,Diffusion
D768184,6275773,Diffusion
D768184,6487500,Diffusion
D771681,6275773,Diffusion
D771681,6487500,Diffusion
D771682,6275773,Diffusion
D771682,6487500,Diffusion
D772274,6275773,Diffusion
D772274,6487500,Diffusion
D772978,8843857,Diffusion
D773517,6275773,Diffusion
D773517,6487500,Diffusion
D783480,6487500,Diffusion
D783480,6553130,Diffusion
D786892,6275773,Diffusion
D786892,6487500,Diffusion
D786893,6275773,Diffusion
D786893,6487500,Diffusion
D797627,6487500,Diffusion
D797627,6553130,Diffusion
D798207,6487500,Diffusion
D798207,6553130,Diffusion
D800618,6487500,Diffusion
D800618,6553130,Diffusion
D809984,6487500,Diffusion
D809984,6553130,Diffusion
D812070,6275773,Diffusion
D812070,6487500,Diffusion
D813245,6275773,Diffusion
D813245,6487500,Diffusion
D817238,6487500,Diffusion
D817238,6553130,Diffusion
D845851,6487500,Diffusion
D845851,6553130,Diffusion
D854473,6487500,Diffusion
D854473,6553130,Diffusion
D857745,6275773,Diffusion
D857745,6487500,Diffusion
D865723,8385557,Diffusion
D915460,6275773,Diffusion
D915460,6487500,Diffusion
D924761,6487500,Diffusion
D924761,6553130,Diffusion
D940116,8385557,Diffusion
D944776,8385557,Diffusion
D998637,8487938,Diffusion
D998637,8856691,Diffusion
RE42546,6275773,Diffusion
RE42546,6487500,Diffusion
RE47225,6275773,Diffusion
RE47354,6275773,Diffusion
RE49108,8659658,Diffusion
RE49664,8320621,Diffusion
RE49748,8320621,Diffusion
RE50344,8745541,Diffusion
